Ax	Ay	Az	p	q	r	mx	my	mz	
3.83	-0.47	-8.94	-0.32	0.05	-4.35	0.23	15.29	3.59	
3.78	-0.45	-8.93	-0.34	0.03	-4.35	0.22	15.29	3.59	
3.77	-0.38	-9.07	-0.44	0.13	-4.35	0.22	15.29	3.59	
3.76	-0.34	-9.17	-0.50	0.19	-4.35	0.22	15.29	3.59	
3.75	-0.31	-9.23	-0.55	0.23	-4.35	0.22	15.29	3.59	
3.60	-0.33	-9.35	-0.59	0.27	-4.35	-3.70	10.20	5.21	
3.51	-0.35	-9.43	-0.62	0.30	-4.35	-6.25	6.89	6.26	
3.44	-0.36	-9.49	-0.64	0.32	-4.35	-7.91	4.74	6.94	
3.40	-0.36	-9.52	-0.65	0.33	-4.35	-8.98	3.34	7.39	
3.61	0.32	-9.38	-0.69	0.34	-4.25	-9.68	2.43	7.68	
3.74	0.76	-9.29	-0.71	0.35	-4.17	-10.14	1.84	7.86	
3.83	1.05	-9.23	-0.73	0.36	-4.13	-10.43	1.46	7.99	
3.76	1.12	-9.23	-0.79	0.33	-4.21	-10.63	1.21	8.07	
3.72	1.16	-9.23	-0.83	0.31	-4.26	-10.75	1.05	8.12	
3.69	1.19	-9.23	-0.86	0.30	-4.29	-10.83	0.94	8.15	
3.67	1.21	-9.23	-0.88	0.30	-4.31	-10.88	0.87	8.17	
3.52	1.56	-9.13	-0.91	0.26	-4.32	-10.92	0.83	8.19	
3.41	1.79	-9.07	-0.92	0.24	-4.32	-10.94	0.80	8.20	
3.35	1.94	-9.03	-0.94	0.22	-4.32	-10.96	0.78	8.20	
3.31	2.04	-9.00	-0.94	0.21	-4.32	-10.96	0.77	8.21	
3.35	2.26	-9.02	-0.86	0.17	-4.07	-10.97	0.76	8.21	
3.38	2.40	-9.04	-0.80	0.15	-3.91	-10.97	0.75	8.21	
3.40	2.49	-9.05	-0.77	0.13	-3.81	-10.98	0.75	8.21	
3.30	2.39	-9.01	-0.67	0.07	-3.68	-10.98	0.75	8.21	
3.24	2.33	-8.99	-0.60	0.02	-3.60	-10.98	0.75	8.21	
3.20	2.29	-8.98	-0.55	-0.01	-3.55	-10.98	0.75	8.21	
3.17	2.26	-8.97	-0.53	-0.03	-3.51	-10.98	0.75	8.21	
2.92	2.47	-8.89	-0.49	-0.06	-3.36	-10.11	-3.50	7.57	
2.76	2.61	-8.83	-0.47	-0.09	-3.26	-9.54	-6.27	7.14	
2.66	2.70	-8.80	-0.46	-0.11	-3.20	-9.18	-8.06	6.87	
2.59	2.76	-8.78	-0.45	-0.12	-3.15	-8.94	-9.23	6.69	
2.68	2.96	-8.81	-0.37	-0.12	-2.85	-8.78	-9.99	6.58	
2.73	3.09	-8.82	-0.32	-0.13	-2.65	-8.68	-10.48	6.50	
2.77	3.18	-8.83	-0.29	-0.13	-2.52	-8.62	-10.80	6.45	
2.53	3.19	-8.88	-0.23	-0.12	-2.43	-8.57	-11.01	6.42	
2.37	3.19	-8.91	-0.19	-0.11	-2.37	-8.54	-11.14	6.40	
2.27	3.20	-8.92	-0.17	-0.10	-2.32	-8.53	-11.23	6.39	
2.20	3.20	-8.93	-0.15	-0.10	-2.30	-8.52	-11.29	6.38	
2.30	3.26	-9.02	-0.08	-0.10	-1.97	-8.51	-11.33	6.37	
2.36	3.30	-9.08	-0.04	-0.10	-1.75	-8.50	-11.35	6.37	
2.41	3.33	-9.11	-0.01	-0.10	-1.61	-8.50	-11.37	6.37	
2.36	3.38	-9.04	-0.01	-0.07	-1.44	-8.50	-11.38	6.37	
2.33	3.41	-9.00	-0.01	-0.06	-1.32	-8.50	-11.38	6.36	
2.31	3.44	-8.97	-0.01	-0.05	-1.25	-8.50	-11.39	6.36	
2.29	3.45	-8.95	-0.00	-0.04	-1.20	-8.49	-11.39	6.36	
2.24	3.41	-8.99	0.02	-0.03	-1.03	-8.49	-11.39	6.36	
2.21	3.39	-9.02	0.03	-0.02	-0.91	-8.49	-11.39	6.36	
2.19	3.37	-9.04	0.04	-0.02	-0.84	-8.49	-11.39	6.36	
2.17	3.36	-9.05	0.05	-0.01	-0.79	-8.49	-11.39	6.36	
2.08	3.55	-9.00	0.08	-0.02	-0.55	-8.49	-11.39	6.36	
2.02	3.67	-8.96	0.11	-0.03	-0.40	-8.49	-11.40	6.36	
1.98	3.75	-8.94	0.12	-0.03	-0.30	-8.49	-11.40	6.36	
1.79	3.76	-8.93	0.26	-0.02	0.11	-8.00	-12.37	5.93	
1.67	3.76	-8.92	0.35	-0.01	0.37	-7.67	-13.00	5.65	
1.59	3.76	-8.91	0.41	-0.01	0.54	-7.46	-13.41	5.47	
1.54	3.77	-8.91	0.44	-0.01	0.65	-7.33	-13.68	5.35	
1.45	3.72	-8.76	0.63	0.04	1.37	-7.24	-13.85	5.27	
1.39	3.70	-8.66	0.75	0.07	1.84	-7.18	-13.97	5.22	
1.36	3.68	-8.60	0.83	0.09	2.15	-7.14	-14.04	5.19	
1.41	2.81	-8.64	1.11	0.22	-0.13	-7.12	-14.09	5.17	
1.44	2.25	-8.67	1.30	0.30	-1.61	-7.10	-14.12	5.15	
1.46	1.88	-8.68	1.42	0.35	-2.57	-7.09	-14.14	5.15	
1.47	1.64	-8.70	1.49	0.39	-3.19	-7.08	-14.15	5.14	
2.65	1.62	-8.78	1.73	0.52	-3.60	-7.08	-14.16	5.14	
3.42	1.61	-8.83	1.88	0.60	-3.86	-7.08	-14.17	5.13	
3.92	1.60	-8.86	1.97	0.65	-4.04	-7.07	-14.17	5.13	
4.24	1.59	-8.88	2.04	0.69	-4.15	-7.07	-14.17	5.13	
4.89	1.13	-9.11	2.07	0.55	-4.22	-7.07	-14.17	5.13	
5.30	0.84	-9.26	2.09	0.46	-4.27	-7.07	-14.18	5.13	
5.57	0.65	-9.36	2.10	0.40	-4.30	-7.07	-14.18	5.13	
4.85	-0.67	-9.39	1.91	0.18	-4.32	-7.07	-14.18	5.13	
4.39	-1.52	-9.41	1.78	0.04	-4.33	-7.07	-14.18	5.13	
4.08	-2.08	-9.43	1.70	-0.05	-4.34	-7.07	-14.18	5.13	
3.89	-2.44	-9.43	1.65	-0.11	-4.34	-7.07	-14.18	5.13	
3.81	-2.45	-9.60	1.21	-0.10	-4.35	-7.94	-6.74	5.13	
3.77	-2.45	-9.70	0.92	-0.10	-4.35	-8.51	-1.91	5.13	
3.73	-2.45	-9.77	0.73	-0.09	-4.35	-8.88	1.23	5.13	
3.71	-2.46	-9.82	0.61	-0.09	-4.35	-9.12	3.27	5.13	
3.46	-2.49	-9.68	0.28	-0.08	-4.35	-9.27	4.60	5.13	
3.29	-2.51	-9.59	0.07	-0.08	-4.35	-9.37	5.47	5.13	
3.18	-2.53	-9.53	-0.07	-0.08	-4.35	-9.44	6.03	5.13	
3.16	-2.50	-9.49	-0.26	-0.04	-4.35	-9.48	6.39	5.13	
3.15	-2.48	-9.46	-0.38	-0.02	-4.35	-9.51	6.63	5.13	
3.14	-2.47	-9.44	-0.47	-0.00	-4.35	-9.53	6.78	5.13	
3.13	-2.47	-9.43	-0.52	0.01	-4.35	-9.54	6.88	5.13	
3.02	-2.39	-9.52	-0.53	0.03	-4.35	-9.55	6.95	5.13	
2.95	-2.33	-9.57	-0.53	0.05	-4.35	-9.55	6.99	5.13	
2.90	-2.30	-9.60	-0.54	0.06	-4.35	-9.55	7.02	5.13	
2.98	-2.29	-9.55	-0.53	0.06	-1.51	-9.56	7.03	5.13	
3.02	-2.29	-9.51	-0.52	0.05	0.34	-9.56	7.05	5.13	
3.05	-2.29	-9.49	-0.51	0.05	1.54	-9.56	7.05	5.13	
3.07	-2.29	-9.47	-0.51	0.05	2.33	-9.56	7.06	5.13	
2.98	-2.05	-9.44	-0.49	0.00	2.60	-9.56	7.06	5.13	
2.92	-1.89	-9.42	-0.47	-0.03	2.77	-9.56	7.06	5.13	
2.88	-1.79	-9.40	-0.46	-0.05	2.89	-9.56	7.06	5.13	
2.86	-1.73	-9.39	-0.46	-0.06	2.96	-9.56	7.07	5.13	
3.07	-1.85	-9.37	-0.45	-0.07	2.94	-5.64	10.12	5.02	
3.20	-1.94	-9.36	-0.45	-0.08	2.92	-3.09	12.11	4.95	
3.29	-1.99	-9.35	-0.45	-0.09	2.91	-1.44	13.40	4.91	
2.89	-1.44	-9.17	-0.45	-0.14	2.98	-0.36	14.23	4.88	
2.63	-1.08	-9.06	-0.45	-0.17	3.02	0.34	14.78	4.86	
2.46	-0.85	-8.98	-0.45	-0.20	3.05	0.80	15.13	4.84	
2.35	-0.69	-8.93	-0.45	-0.21	3.07	1.09	15.37	4.84	
1.98	-1.18	-8.97	-0.34	-0.14	2.71	1.28	15.51	4.83	
1.75	-1.50	-9.00	-0.26	-0.10	2.48	1.41	15.61	4.83	
1.59	-1.70	-9.02	-0.22	-0.07	2.33	1.49	15.68	4.82	
1.49	-1.84	-9.03	-0.18	-0.05	2.23	1.54	15.72	4.82	
1.67	-0.57	-8.86	-0.30	-0.04	2.40	1.58	15.74	4.82	
1.78	0.25	-8.75	-0.38	-0.03	2.52	1.60	15.76	4.82	
1.86	0.79	-8.68	-0.43	-0.02	2.59	1.61	15.77	4.82	
1.98	-0.10	-8.85	-0.29	0.06	2.08	1.62	15.78	4.82	
2.07	-0.67	-8.96	-0.20	0.12	1.75	1.63	15.78	4.82	
2.12	-1.04	-9.04	-0.14	0.15	1.53	1.63	15.79	4.82	
2.16	-1.29	-9.08	-0.10	0.18	1.39	1.63	15.79	4.82	
2.29	-1.47	-9.19	-0.08	0.20	1.15	1.64	15.79	4.82	
2.38	-1.59	-9.26	-0.07	0.21	0.99	1.64	15.79	4.82	
2.44	-1.67	-9.30	-0.06	0.22	0.88	1.64	15.79	4.82	
2.47	-1.72	-9.33	-0.06	0.23	0.81	1.64	15.79	4.82	
2.58	-1.79	-9.44	-0.00	0.20	0.77	3.63	16.41	4.17	
2.64	-1.83	-9.51	0.04	0.18	0.74	4.92	16.81	3.75	
2.69	-1.85	-9.56	0.06	0.17	0.72	5.77	17.08	3.48	
2.71	-1.94	-9.62	0.11	0.11	0.76	6.31	17.25	3.30	
2.72	-1.99	-9.66	0.14	0.07	0.78	6.67	17.36	3.18	
2.73	-2.03	-9.68	0.16	0.04	0.79	6.90	17.43	3.11	
2.74	-2.05	-9.70	0.17	0.03	0.80	7.05	17.48	3.06	
2.56	-2.05	-9.68	0.19	-0.02	0.82	7.15	17.51	3.03	
2.44	-2.05	-9.66	0.19	-0.06	0.83	7.21	17.53	3.01	
2.36	-2.05	-9.65	0.20	-0.08	0.83	7.25	17.54	2.99	
2.31	-2.10	-9.52	0.16	-0.09	0.79	7.28	17.55	2.99	
2.28	-2.13	-9.44	0.14	-0.10	0.76	7.30	17.55	2.98	
2.26	-2.14	-9.39	0.12	-0.11	0.74	7.31	17.56	2.98	
2.24	-2.16	-9.35	0.11	-0.11	0.73	7.31	17.56	2.97	
2.18	-1.07	-9.01	-0.06	-0.15	1.11	7.32	17.56	2.97	
2.14	-0.37	-8.80	-0.17	-0.18	1.36	7.32	17.56	2.97	
2.12	0.09	-8.65	-0.24	-0.19	1.52	7.32	17.56	2.97	
2.10	0.39	-8.56	-0.29	-0.20	1.63	7.33	17.56	2.97	
1.82	-1.50	-8.95	-0.17	-0.13	1.41	7.33	17.56	2.97	
1.64	-2.73	-9.20	-0.10	-0.09	1.27	7.33	17.56	2.97	
1.53	-3.53	-9.36	-0.05	-0.06	1.18	7.33	17.56	2.97	
1.52	-2.66	-9.13	-0.17	-0.09	1.51	7.33	17.56	2.97	
1.52	-2.09	-8.98	-0.24	-0.11	1.73	7.33	17.56	2.97	
1.51	-1.72	-8.89	-0.29	-0.12	1.87	7.33	17.56	2.97	
1.51	-1.48	-8.82	-0.33	-0.13	1.96	7.33	17.56	2.97	
1.54	-1.59	-8.95	-0.18	-0.04	1.55	9.01	17.78	2.65	
1.57	-1.67	-9.03	-0.08	0.02	1.28	10.10	17.93	2.44	
1.58	-1.71	-9.08	-0.02	0.06	1.11	10.81	18.02	2.30	
1.59	-1.74	-9.12	0.02	0.08	1.00	11.27	18.08	2.21	
1.57	-1.91	-9.11	0.02	0.08	0.63	11.57	18.12	2.15	
1.56	-2.03	-9.10	0.02	0.07	0.40	11.77	18.15	2.11	
1.55	-2.10	-9.10	0.02	0.07	0.25	11.89	18.16	2.09	
1.51	-2.05	-9.10	-0.02	0.10	-0.04	11.98	18.18	2.07	
1.48	-2.02	-9.10	-0.05	0.11	-0.22	12.03	18.18	2.06	
1.47	-2.00	-9.11	-0.07	0.12	-0.34	12.06	18.19	2.06	
1.45	-1.99	-9.11	-0.08	0.13	-0.42	12.09	18.19	2.05	
1.61	-1.23	-9.08	-0.15	0.28	-0.94	12.10	18.19	2.05	
1.71	-0.74	-9.07	-0.19	0.38	-1.28	12.11	18.19	2.05	
1.78	-0.42	-9.06	-0.22	0.44	-1.50	12.12	18.19	2.05	
2.01	-0.65	-8.74	-0.14	0.56	-2.50	12.12	18.19	2.05	
2.16	-0.79	-8.54	-0.09	0.64	-3.15	12.12	18.19	2.05	
2.26	-0.89	-8.41	-0.06	0.69	-3.57	12.13	18.20	2.05	
2.32	-0.95	-8.32	-0.04	0.73	-3.84	12.13	18.20	2.04	
2.92	-1.59	-8.70	0.14	0.72	-4.02	12.13	18.20	2.04	
3.30	-2.00	-8.95	0.25	0.71	-4.14	12.13	18.20	2.04	
3.55	-2.27	-9.11	0.32	0.71	-4.21	12.13	18.20	2.04	
3.71	-2.44	-9.22	0.37	0.70	-4.26	12.13	18.20	2.04	
3.31	-2.30	-9.09	0.42	0.50	-4.29	8.33	17.18	2.80	
3.05	-2.20	-9.01	0.45	0.38	-4.32	5.87	16.52	3.29	
2.88	-2.14	-8.95	0.47	0.29	-4.33	4.26	16.09	3.61	
3.15	-2.32	-9.00	0.54	0.28	-4.34	3.22	15.81	3.82	
3.32	-2.44	-9.04	0.58	0.28	-4.34	2.54	15.62	3.95	
3.44	-2.52	-9.06	0.61	0.28	-4.35	2.10	15.51	4.04	
3.51	-2.57	-9.07	0.63	0.27	-4.35	1.82	15.43	4.10	
3.37	-2.65	-8.84	0.60	0.21	-4.35	1.63	15.38	4.13	
3.28	-2.69	-8.69	0.59	0.17	-4.35	1.51	15.35	4.16	
3.22	-2.73	-8.59	0.58	0.14	-4.35	1.43	15.33	4.17	
3.23	-2.20	-8.55	0.43	0.16	-4.22	1.38	15.31	4.18	
3.23	-1.85	-8.53	0.33	0.18	-4.13	1.35	15.30	4.19	
3.23	-1.63	-8.52	0.26	0.19	-4.08	1.32	15.30	4.20	
3.23	-1.48	-8.51	0.22	0.19	-4.04	1.31	15.29	4.20	
3.38	-1.32	-8.82	0.16	0.27	-4.04	1.30	15.29	4.20	
3.47	-1.22	-9.02	0.11	0.31	-4.04	1.30	15.29	4.20	
3.53	-1.15	-9.15	0.09	0.34	-4.04	1.29	15.29	4.20	
3.57	-1.11	-9.23	0.07	0.36	-4.04	1.29	15.29	4.20	
3.71	-0.82	-9.39	-0.03	0.41	-4.15	1.29	15.29	4.20	
3.81	-0.64	-9.50	-0.09	0.43	-4.22	1.29	15.29	4.20	
3.87	-0.52	-9.57	-0.13	0.45	-4.27	1.29	15.29	4.20	
3.94	-0.41	-9.56	-0.16	0.46	-4.30	-3.13	11.26	4.53	
3.99	-0.34	-9.55	-0.18	0.47	-4.32	-6.00	8.64	4.74	
4.02	-0.29	-9.55	-0.19	0.48	-4.33	-7.87	6.94	4.87	
4.05	-0.26	-9.54	-0.20	0.48	-4.34	-9.08	5.83	4.96	
3.99	-0.05	-9.64	-0.17	0.41	-4.27	-9.87	5.11	5.02	
3.96	0.09	-9.71	-0.15	0.36	-4.22	-10.39	4.65	5.06	
3.94	0.18	-9.75	-0.14	0.32	-4.19	-10.72	4.34	5.08	
3.92	0.24	-9.78	-0.13	0.30	-4.17	-10.94	4.15	5.10	
3.80	0.31	-9.81	-0.10	0.26	-3.72	-11.08	4.02	5.11	
3.72	0.36	-9.82	-0.07	0.22	-3.43	-11.17	3.93	5.12	
3.67	0.39	-9.83	-0.06	0.20	-3.24	-11.23	3.88	5.12	
3.87	0.57	-10.03	-0.03	0.16	-2.78	-11.27	3.84	5.12	
3.99	0.68	-10.17	-0.02	0.14	-2.48	-11.29	3.82	5.13	
4.07	0.76	-10.25	-0.01	0.12	-2.29	-11.31	3.81	5.13	
4.12	0.81	-10.30	0.00	0.11	-2.16	-11.32	3.80	5.13	
4.13	0.96	-10.26	0.01	0.03	-2.07	-11.32	3.79	5.13	
4.14	1.06	-10.23	0.01	-0.02	-2.01	-11.33	3.79	5.13	
4.14	1.12	-10.21	0.01	-0.05	-1.97	-11.33	3.78	5.13	
4.07	1.32	-9.98	-0.00	-0.12	-2.01	-11.33	3.78	5.13	
4.03	1.45	-9.83	-0.01	-0.17	-2.03	-11.34	3.78	5.13	
4.00	1.54	-9.74	-0.02	-0.20	-2.05	-11.34	3.78	5.13	
3.98	1.59	-9.67	-0.02	-0.22	-2.06	-11.34	3.78	5.13	
3.86	2.02	-9.34	-0.11	-0.22	-2.23	-11.34	3.78	5.13	
3.78	2.29	-9.12	-0.16	-0.22	-2.34	-11.34	3.78	5.13	
3.73	2.47	-8.98	-0.20	-0.22	-2.41	-11.34	3.78	5.13	
3.70	2.59	-8.89	-0.22	-0.22	-2.45	-11.34	3.78	5.13	
3.58	2.58	-8.75	-0.25	-0.23	-2.57	-12.33	1.74	4.91	
3.51	2.57	-8.66	-0.27	-0.23	-2.64	-12.98	0.42	4.77	
3.46	2.57	-8.60	-0.28	-0.23	-2.69	-13.40	-0.44	4.68	
3.40	2.61	-8.50	-0.23	-0.20	-2.56	-13.67	-1.00	4.62	
3.36	2.64	-8.44	-0.20	-0.18	-2.47	-13.85	-1.36	4.58	
3.33	2.66	-8.39	-0.17	-0.16	-2.42	-13.97	-1.60	4.56	
3.31	2.67	-8.36	-0.16	-0.15	-2.38	-14.04	-1.75	4.54	
3.54	2.40	-8.39	-0.13	-0.10	-2.39	-14.09	-1.85	4.53	
3.69	2.23	-8.40	-0.10	-0.07	-2.39	-14.12	-1.92	4.53	
3.79	2.12	-8.41	-0.09	-0.05	-2.39	-14.14	-1.96	4.52	
3.59	2.08	-8.28	-0.14	0.03	-2.82	-14.16	-1.99	4.52	
3.46	2.05	-8.19	-0.17	0.09	-3.10	-14.17	-2.00	4.52	
3.37	2.04	-8.13	-0.19	0.12	-3.29	-14.17	-2.02	4.51	
3.32	2.03	-8.10	-0.21	0.14	-3.41	-14.18	-2.02	4.51	
3.20	2.45	-7.97	-0.22	0.16	-3.22	-14.18	-2.03	4.51	
3.12	2.73	-7.88	-0.23	0.17	-3.10	-14.18	-2.03	4.51	
3.07	2.91	-7.82	-0.23	0.18	-3.02	-14.18	-2.03	4.51	
3.03	3.02	-7.79	-0.23	0.18	-2.97	-14.18	-2.04	4.51	
2.95	2.85	-7.98	-0.14	0.19	-2.68	-14.18	-2.04	4.51	
2.90	2.73	-8.10	-0.07	0.19	-2.49	-14.18	-2.04	4.51	
2.87	2.65	-8.18	-0.03	0.19	-2.37	-14.18	-2.04	4.51	
2.96	2.47	-8.38	0.08	0.23	-1.94	-13.06	-5.14	4.08	
3.01	2.35	-8.50	0.15	0.26	-1.66	-12.33	-7.15	3.80	
3.05	2.27	-8.58	0.20	0.28	-1.48	-11.86	-8.46	3.62	
3.08	2.22	-8.64	0.23	0.29	-1.37	-11.55	-9.31	3.50	
3.49	2.02	-8.84	0.28	0.33	-1.14	-11.35	-9.86	3.42	
3.77	1.89	-8.96	0.32	0.35	-0.99	-11.22	-10.22	3.37	
3.94	1.80	-9.05	0.34	0.37	-0.90	-11.14	-10.46	3.34	
3.91	1.61	-9.26	0.30	0.30	-1.14	-11.08	-10.61	3.32	
3.89	1.49	-9.40	0.28	0.25	-1.30	-11.05	-10.71	3.30	
3.88	1.41	-9.49	0.26	0.22	-1.40	-11.03	-10.77	3.29	
3.87	1.35	-9.55	0.25	0.20	-1.47	-11.01	-10.81	3.29	
3.78	1.42	-9.69	0.18	0.12	-1.65	-11.00	-10.84	3.29	
3.73	1.46	-9.77	0.13	0.06	-1.76	-10.99	-10.86	3.28	
3.69	1.48	-9.83	0.10	0.03	-1.84	-10.99	-10.87	3.28	
3.66	1.50	-9.87	0.08	0.00	-1.89	-10.99	-10.88	3.28	
3.31	1.88	-9.55	0.01	-0.03	-1.65	-10.99	-10.88	3.28	
3.08	2.12	-9.34	-0.03	-0.05	-1.50	-10.98	-10.88	3.28	
2.93	2.28	-9.20	-0.07	-0.07	-1.40	-10.98	-10.89	3.28	
2.84	2.51	-9.13	-0.08	-0.03	-1.19	-10.98	-10.89	3.28	
2.78	2.66	-9.09	-0.09	-0.01	-1.05	-10.98	-10.89	3.28	
2.74	2.76	-9.06	-0.10	0.01	-0.97	-10.98	-10.89	3.28	
2.71	2.82	-9.04	-0.11	0.02	-0.91	-10.98	-10.89	3.28	
2.72	2.86	-9.07	-0.08	0.04	-0.82	-10.61	-11.95	3.71	
2.73	2.89	-9.09	-0.06	0.05	-0.76	-10.37	-12.64	3.99	
2.73	2.91	-9.10	-0.05	0.06	-0.72	-10.21	-13.09	4.17	
2.87	3.01	-9.25	-0.05	0.06	-0.65	-10.11	-13.38	4.29	
2.95	3.07	-9.34	-0.05	0.05	-0.60	-10.04	-13.57	4.37	
3.01	3.11	-9.40	-0.05	0.05	-0.57	-10.00	-13.70	4.42	
3.05	3.14	-9.44	-0.05	0.05	-0.55	-9.97	-13.78	4.45	
2.88	3.16	-9.21	-0.07	0.02	-0.54	-9.95	-13.83	4.47	
2.76	3.17	-9.07	-0.08	-0.00	-0.54	-9.94	-13.86	4.49	
2.69	3.18	-8.97	-0.08	-0.01	-0.54	-9.93	-13.88	4.50	
2.64	3.18	-8.91	-0.09	-0.02	-0.54	-9.92	-13.90	4.50	
2.59	3.19	-8.82	-0.08	-0.03	-0.48	-9.92	-13.91	4.51	
2.55	3.19	-8.76	-0.07	-0.03	-0.44	-9.92	-13.91	4.51	
2.53	3.19	-8.72	-0.07	-0.04	-0.41	-9.92	-13.92	4.51	
2.54	3.13	-8.69	0.01	-0.02	-0.25	-9.92	-13.92	4.51	
2.56	3.10	-8.67	0.06	-0.01	-0.15	-9.92	-13.92	4.51	
2.56	3.07	-8.66	0.09	0.00	-0.08	-9.92	-13.92	4.51	
2.57	3.06	-8.65	0.11	0.01	-0.04	-9.92	-13.92	4.51	
2.74	3.01	-8.75	0.19	0.02	0.13	-9.92	-13.92	4.51	
2.85	2.98	-8.81	0.25	0.03	0.25	-9.92	-13.92	4.51	
2.92	2.96	-8.85	0.28	0.04	0.32	-9.92	-13.92	4.51	
2.96	2.90	-8.87	0.32	0.03	0.38	-9.23	-13.79	3.76	
2.98	2.86	-8.88	0.35	0.03	0.42	-8.79	-13.71	3.27	
3.00	2.83	-8.88	0.36	0.03	0.45	-8.50	-13.65	2.95	
3.01	2.81	-8.89	0.38	0.03	0.47	-8.31	-13.61	2.74	
2.99	2.64	-8.88	0.38	0.02	0.54	-8.19	-13.59	2.60	
2.98	2.54	-8.88	0.38	0.01	0.58	-8.11	-13.57	2.52	
2.97	2.47	-8.88	0.39	0.01	0.61	-8.06	-13.56	2.46	
2.97	2.42	-8.88	0.39	0.01	0.63	-8.02	-13.56	2.42	
2.93	2.62	-8.90	0.42	0.00	0.88	-8.00	-13.55	2.40	
2.90	2.76	-8.92	0.43	0.00	1.04	-7.99	-13.55	2.38	
2.88	2.84	-8.94	0.44	0.00	1.15	-7.98	-13.55	2.37	
2.37	2.50	-8.82	0.62	-0.04	1.72	-7.97	-13.55	2.37	
2.04	2.29	-8.74	0.74	-0.08	2.10	-7.97	-13.55	2.36	
1.83	2.14	-8.69	0.82	-0.09	2.34	-7.96	-13.55	2.36	
1.69	2.05	-8.66	0.87	-0.11	2.50	-7.96	-13.55	2.36	
2.10	1.52	-8.79	1.14	0.05	0.10	-7.96	-13.55	2.36	
2.37	1.17	-8.88	1.31	0.15	-1.46	-7.96	-13.55	2.35	
2.55	0.95	-8.94	1.43	0.21	-2.47	-7.96	-13.55	2.35	
3.45	0.58	-9.12	1.62	0.28	-3.13	-7.96	-13.55	2.35	
4.04	0.34	-9.24	1.75	0.33	-3.56	-7.96	-13.55	2.35	
4.42	0.18	-9.31	1.83	0.35	-3.84	-7.96	-13.55	2.35	
4.67	0.08	-9.36	1.88	0.37	-4.02	-7.96	-13.55	2.35	
4.77	-0.22	-9.58	1.74	0.26	-4.14	-7.96	-13.55	2.35	
4.83	-0.42	-9.73	1.64	0.19	-4.21	-7.96	-13.55	2.35	
4.87	-0.55	-9.82	1.58	0.14	-4.26	-7.96	-13.55	2.35	
4.90	-0.63	-9.88	1.54	0.11	-4.29	-7.96	-13.55	2.35	
4.37	-1.21	-9.67	1.29	0.00	-4.32	-9.33	-7.53	2.14	
4.03	-1.58	-9.53	1.12	-0.07	-4.33	-10.22	-3.61	2.00	
3.80	-1.82	-9.44	1.02	-0.12	-4.34	-10.80	-1.07	1.91	
3.72	-1.79	-9.48	0.75	-0.06	-4.34	-11.17	0.58	1.85	
3.66	-1.77	-9.50	0.57	-0.02	-4.35	-11.42	1.66	1.81	
3.63	-1.75	-9.52	0.46	0.00	-4.35	-11.58	2.36	1.78	
3.60	-1.74	-9.53	0.39	0.02	-4.35	-11.68	2.81	1.77	
3.48	-1.79	-9.43	0.24	0.01	-4.35	-11.75	3.10	1.76	
3.39	-1.83	-9.36	0.15	0.01	-4.35	-11.79	3.30	1.75	
3.34	-1.85	-9.31	0.09	0.01	-4.35	-11.82	3.42	1.74	
3.28	-1.93	-9.30	0.01	0.03	-4.35	-11.84	3.50	1.74	
3.25	-1.98	-9.30	-0.04	0.05	-4.35	-11.85	3.56	1.74	
3.22	-2.01	-9.29	-0.08	0.06	-4.35	-11.86	3.59	1.74	
3.21	-2.04	-9.29	-0.10	0.06	-4.35	-11.86	3.61	1.74	
3.18	-1.92	-9.31	-0.11	0.06	-4.35	-11.86	3.63	1.74	
3.16	-1.85	-9.33	-0.12	0.05	-4.35	-11.87	3.64	1.74	
3.15	-1.80	-9.34	-0.13	0.05	-4.35	-11.87	3.64	1.74	
3.15	-1.77	-9.34	-0.13	0.04	-4.35	-11.87	3.65	1.74	
3.10	-1.86	-9.32	-0.14	0.03	-1.45	-11.87	3.65	1.74	
3.07	-1.92	-9.31	-0.15	0.01	0.43	-11.87	3.65	1.74	
3.05	-1.96	-9.30	-0.15	0.01	1.66	-11.87	3.65	1.74	
2.83	-2.00	-9.29	-0.16	-0.02	2.26	-8.88	7.10	1.95	
2.69	-2.03	-9.29	-0.16	-0.04	2.66	-6.94	9.35	2.09	
2.59	-2.04	-9.29	-0.16	-0.06	2.92	-5.68	10.81	2.18	
2.53	-2.05	-9.29	-0.16	-0.07	3.08	-4.86	11.76	2.24	
2.41	-2.38	-9.27	-0.15	-0.05	3.04	-4.33	12.37	2.28	
2.33	-2.59	-9.27	-0.15	-0.04	3.01	-3.98	12.77	2.31	
2.28	-2.73	-9.26	-0.14	-0.03	2.99	-3.76	13.03	2.32	
2.24	-2.74	-9.29	-0.16	0.00	3.04	-3.61	13.20	2.33	
2.21	-2.74	-9.31	-0.18	0.03	3.08	-3.51	13.31	2.34	
2.19	-2.74	-9.32	-0.19	0.04	3.10	-3.45	13.38	2.34	
2.18	-2.75	-9.32	-0.19	0.05	3.12	-3.41	13.43	2.35	
1.97	-2.82	-9.31	-0.21	0.09	3.07	-3.39	13.46	2.35	
1.83	-2.88	-9.30	-0.22	0.12	3.04	-3.37	13.48	2.35	
1.74	-2.91	-9.29	-0.23	0.13	3.02	-3.36	13.49	2.35	
1.68	-2.93	-9.29	-0.24	0.14	3.00	-3.35	13.50	2.35	
